date,time,street0,street1,location-notes,longitude,lattitude,total-fatality,total-injury,pedestrian-fatality,pedestrian-injury,bicycle-fatality,bicyle-injury,source,links,notes,entry-method
2021-08-20,20:00,OR 10,MP 7.1,Straight Roadway/URBAN PRINCIPAL ARTERIAL - OTHER,-122.860392533,45.4784734151,0,1,0,0,0,0,ODOT,,,extract-odot.py
2021-11-18,06:00,NW CORNELL RD,NW CORNELIUS PASS RD,Intersection/URBAN PRINCIPAL ARTERIAL - OTHER,-122.900194646,45.5395734534,0,2,0,0,0,0,ODOT,,,extract-odot.py
2021-11-03,19:00,NW BETHANY BLVD,NW CORNELL RD,Intersection/URBAN MINOR ARTERIAL,-122.843082928,45.5296459699,0,2,0,0,0,0,ODOT,,,extract-odot.py
2021-07-18,22:00,SUNSET HWY,SB ENFR CEDAR HILLS,Straight Roadway/URBAN PRINCIPAL ARTERIAL - OTHER FREEWAYS AND EXP,-122.79862063,45.5159211836,0,1,0,0,0,0,ODOT,,,extract-odot.py
2021-03-12,09:00,SW CANYON RD,SW LINDEN RD,Curve (horizontal curve)/URBAN PRINCIPAL ARTERIAL - OTHER,-122.754673095,45.4986815879,0,1,0,0,0,0,ODOT,,,extract-odot.py
2021-05-10,01:00,OR 8,MP 14.35,Straight Roadway/URBAN PRINCIPAL ARTERIAL - OTHER,-123.011662992,45.5200230519,1,0,1,0,0,0,ODOT,,,extract-odot.py
2021-10-29,18:00,SW DURHAM RD,SW 85TH AVE,Intersection/URBAN MINOR ARTERIAL,-122.764563835,45.4042918194,0,4,0,0,0,0,ODOT,,,extract-odot.py
2021-09-22,17:00,SW BEAV-TIGARD HY,SB EX TUAL-VLY HY,Straight Roadway/URBAN PRINCIPAL ARTERIAL - OTHER FREEWAYS AND EXP,-122.792742554,45.4879798615,0,1,0,0,0,0,ODOT,,,extract-odot.py
2021-07-13,16:00,WESTWIND DR,SAIN CREEK RD,Bridge Structure/RURAL MAJOR COLLECTOR,-123.239758507,45.4820082824,0,4,0,0,0,0,ODOT,,,extract-odot.py
2021-05-12,02:00,OR 8,MP 6.73,Intersection/URBAN PRINCIPAL ARTERIAL - OTHER,-122.870093833,45.4941304865,1,0,1,0,0,0,ODOT,,,extract-odot.py
2021-05-21,13:00,NW GLENCOE-WREN LINK,NW WREN RD,Intersection/RURAL MAJOR COLLECTOR,-123.002924194,45.562451967,0,3,0,0,0,0,ODOT,,,extract-odot.py
2021-06-09,14:00,US 26,MP 49.58,Straight Roadway/RURAL PRINCIPAL ARTERIAL - OTHER,-123.132694068,45.6439901533,0,4,0,0,0,0,ODOT,,,extract-odot.py
2021-11-27,18:00,SW 209TH AVE,SW WYNGATE ST,Straight Roadway/URBAN MINOR ARTERIAL,-122.891916253,45.4902076789,0,1,0,0,0,0,ODOT,,,extract-odot.py
2021-12-05,02:00,SW OAK ST,SW ADAMS AVE,Straight Roadway/URBAN PRINCIPAL ARTERIAL - OTHER,-122.991858611,45.5188859292,0,1,0,0,0,0,ODOT,,,extract-odot.py
2021-11-22,21:00,SUNSET HWY,WB EXTO BALTIC/98TH,Straight Roadway/URBAN PRINCIPAL ARTERIAL - OTHER FREEWAYS AND EXP,-122.774582195,45.5074124654,0,3,0,0,0,0,ODOT,,,extract-odot.py
2021-01-02,06:00,SW JOHNSON ST,SW 170TH AVE,Intersection/URBAN MAJOR COLLECTOR,-122.852194593,45.4995419394,0,1,0,0,0,0,ODOT,,,extract-odot.py
2021-11-14,02:00,SW WALKER RD,SB EXTO WALKER RD C1,Intersection/URBAN PRINCIPAL ARTERIAL - OTHER FREEWAYS AND EXP,-122.791206252,45.4988197026,0,1,0,0,0,0,ODOT,,,extract-odot.py
2021-07-07,18:00,NE CORNELL RD,NE LINCOLN ST,Intersection/URBAN PRINCIPAL ARTERIAL - OTHER,-122.972505373,45.5237529459,0,3,0,0,0,0,ODOT,,,extract-odot.py
2021-10-21,07:00,SW BEAV-TIGARD HY,SB EX HALL BLVD C1,Grade (vertical curve)/URBAN PRINCIPAL ARTERIAL - OTHER FREEWAYS AND EXP,-122.785475783,45.4607205257,0,2,0,0,0,0,ODOT,,,extract-odot.py
2021-10-01,18:00,SW KINNAMAN RD,SW 180TH AVE,Straight Roadway/URBAN MAJOR COLLECTOR,-122.86212971,45.4835488914,0,2,0,0,0,0,ODOT,,,extract-odot.py
2021-12-02,11:00,OR 10,MP 7.26,Straight Roadway/URBAN PRINCIPAL ARTERIAL - OTHER,-122.85786201,45.4796381522,0,1,0,0,0,0,ODOT,,,extract-odot.py
2021-11-24,22:00,SE TUALATIN VALLEY HY,SE 40TH AVE,Straight Roadway/URBAN PRINCIPAL ARTERIAL - OTHER,-122.942719618,45.5016691429,1,5,0,0,0,0,ODOT,,,extract-odot.py
2021-11-26,15:00,SW WEIR RD,SW 175TH AVE,Intersection/URBAN MINOR ARTERIAL,-122.856804576,45.4476371308,0,4,0,0,0,0,ODOT,,,extract-odot.py
2021-07-04,22:00,SW EDGEWAY DR,SW 185TH AVE,Intersection/URBAN PRINCIPAL ARTERIAL - OTHER,-122.867448971,45.5176907893,1,3,0,0,0,0,ODOT,,,extract-odot.py
2021-06-02,20:00,NW TIMBER RD,NW NUTHATCH DR,Curve (horizontal curve)/RURAL MAJOR COLLECTOR,-123.294712109,45.7248084996,0,1,0,0,0,0,ODOT,,,extract-odot.py
